frame_indices,x_coords,y_coords,contrasts,masses_kDa,fit_errors,diffblur_errors,neareast_neighbour_distances,selections
5.000000000000000000e+00,4.098246461208561442e+01,9.040341899124257452e+00,-1.960841518477310363e-02,5.166764726713388427e+02,1.770235356242081393e-01,0.000000000000000000e+00,1.550345177888966397e+01,1.000000000000000000e+00
5.000000000000000000e+00,1.193499113190803484e+02,1.768601611688457709e+01,-1.967658809708379419e-02,5.184433652322503576e+02,1.167828089769702427e-01,0.000000000000000000e+00,1.821481239271742325e+01,1.000000000000000000e+00
5.000000000000000000e+00,8.966414890194053555e+01,2.740340063834144502e+01,-1.575918354853265632e-02,4.169128200301991569e+02,1.677325685575871139e-01,0.000000000000000000e+00,1.079828638633190607e+01,1.000000000000000000e+00
5.000000000000000000e+00,1.998683646888884979e+01,3.055471153723368261e+01,-1.624865434631773964e-02,4.295988309702698302e+02,1.839887173116908636e-01,0.000000000000000000e+00,8.793708998299527124e+00,1.000000000000000000e+00
5.000000000000000000e+00,8.618081267504313914e+00,4.309534251139044159e+01,-2.372057030744175940e-02,6.232545261721888892e+02,1.794421291633174764e-02,0.000000000000000000e+00,7.928065801322976114e+00,1.000000000000000000e+00
5.000000000000000000e+00,2.832739730657098676e+01,4.917605115395773652e+01,-1.830227709515986137e-02,4.828242343579266276e+02,1.549094156337715855e-02,0.000000000000000000e+00,1.605822764238755695e+01,1.000000000000000000e+00
6.000000000000000000e+00,1.349288091225537869e+02,3.227056280081848882e+01,-2.177351981504097381e-02,5.727912422352545718e+02,1.191438326891536281e-02,0.000000000000000000e+00,9.263097127015383236e+00,1.000000000000000000e+00
6.000000000000000000e+00,1.215133232606299032e+02,4.269852489556262043e+01,-3.976828090665009141e-02,1.039176033943188031e+03,5.560059364846714480e-03,0.000000000000000000e+00,7.990002440781807103e+00,1.000000000000000000e+00
6.000000000000000000e+00,8.982098383250101392e+01,4.340856546158148888e+01,-2.080658499949945492e-02,5.477304097937634424e+02,1.649271809462793392e-02,0.000000000000000000e+00,1.471969501734680641e+01,1.000000000000000000e+00
6.000000000000000000e+00,6.167864992958224768e+00,3.555540434466411170e+01,-1.958190736681097652e-02,5.159894480925761400e+02,1.142064892182602653e-01,0.000000000000000000e+00,7.928065801322976114e+00,1.000000000000000000e+00
7.000000000000000000e+00,9.066485734788946615e+01,4.491149369679087400e+00,-2.071744401196264768e-02,5.454200706515350703e+02,1.408114142292293813e-02,0.000000000000000000e+00,1.205367886102216346e+01,1.000000000000000000e+00
7.000000000000000000e+00,8.134246097038667855e+00,5.463210719206456289e+00,-1.885512133212501745e-02,4.971527460281457138e+02,1.977500429243426172e-01,0.000000000000000000e+00,4.403525138277733397e+00,1.000000000000000000e+00
7.000000000000000000e+00,1.077308393274336282e+02,3.687667279254767294e+01,-2.052224372463749141e-02,5.403609067714476168e+02,1.562248958690415357e-02,0.000000000000000000e+00,9.869874691516352883e+00,1.000000000000000000e+00
8.000000000000000000e+00,1.426638443822367037e+02,1.743863109153607027e+01,-1.863722555689534266e-02,4.915053648138479048e+02,2.131282028118123284e-01,0.000000000000000000e+00,5.384694468838224779e+00,1.000000000000000000e+00
8.000000000000000000e+00,1.066624248346034243e+01,1.814658633348315675e+01,-2.159336765538581032e-02,5.681220928629027185e+02,2.350205411932990707e-01,0.000000000000000000e+00,6.324251434720266296e+00,1.000000000000000000e+00
8.000000000000000000e+00,1.375159609104292997e+02,1.901794432311146821e+01,-1.834314169243479731e-02,4.838833552093385606e+02,2.905927599682678331e-01,0.000000000000000000e+00,5.384694468838224779e+00,1.000000000000000000e+00
8.000000000000000000e+00,1.042875837625121278e+02,4.612645211644898069e+01,-1.990427371226079212e-02,5.243444776542837644e+02,4.305150341677632664e-02,0.000000000000000000e+00,4.480272053656831233e+00,1.000000000000000000e+00
9.000000000000000000e+00,6.260065387538813297e+01,1.408449190446649446e+01,-2.056649469945689632e-02,5.415077951112791652e+02,1.538428865891736663e-01,0.000000000000000000e+00,1.446001034235647253e+01,1.000000000000000000e+00
9.000000000000000000e+00,1.002599986182994201e+02,2.532230533308069553e+01,-2.123831989258156625e-02,5.589200325488573071e+02,6.163886398438567227e-03,0.000000000000000000e+00,1.079828638633190607e+01,1.000000000000000000e+00
9.000000000000000000e+00,2.414105510582768233e+01,2.280411249823778519e+01,-1.555400708751823562e-02,4.115950955799310691e+02,1.559769691059756935e-01,0.000000000000000000e+00,6.499141568347391207e+00,1.000000000000000000e+00
9.000000000000000000e+00,1.693998575992544531e+01,1.034537147605105645e+01,-1.737617990092406653e-02,4.588218236098136913e+02,2.710663607349124149e-01,0.000000000000000000e+00,5.682943634173979852e+00,1.000000000000000000e+00
9.000000000000000000e+00,1.440443580759379358e+02,3.391729764983875128e+01,-2.226421368858050656e-02,5.855089526198513568e+02,1.015356624501317917e-02,0.000000000000000000e+00,9.263097127015383236e+00,1.000000000000000000e+00
9.000000000000000000e+00,7.648236479058364523e+01,5.337979467589227767e+01,-1.979696036525678896e-02,5.215631507594642926e+02,2.729372908411979992e-01,0.000000000000000000e+00,1.551258662885573081e+01,1.000000000000000000e+00
1.000000000000000000e+01,2.999223212018647899e+01,1.997523132857719474e+01,-2.122569515252312189e-02,5.585928269398165185e+02,6.240438755695620898e-02,0.000000000000000000e+00,6.499141568347391207e+00,1.000000000000000000e+00
1.000000000000000000e+01,4.403576510434086799e+01,4.095902656876165082e+01,-2.114969273099932823e-02,5.566230106498852592e+02,2.094032824612371835e-01,0.000000000000000000e+00,5.470538774886545497e+00,1.000000000000000000e+00
1.000000000000000000e+01,6.827988525649111295e+00,5.201066269594639380e+01,-1.840313639905836324e-02,4.854382865924097246e+02,7.206950495262187673e-02,0.000000000000000000e+00,9.093259372611861124e+00,1.000000000000000000e+00
1.100000000000000000e+01,7.423708881491840827e+01,2.266850501018430819e+01,-2.046287646817069109e-02,5.388222375220708500e+02,3.504360752077184671e-02,0.000000000000000000e+00,6.509571161524672078e+00,1.000000000000000000e+00
1.100000000000000000e+01,3.983137490077549359e+01,6.383524010663967907e+00,-2.008379884415885733e-02,5.289973758406152911e+02,3.107624820776933028e-02,0.000000000000000000e+00,7.436998532150664865e+00,1.000000000000000000e+00
1.100000000000000000e+01,4.412624621043208073e+00,1.908914659172593886e+01,-4.861575019548815962e-02,1.268483058382715853e+03,7.735515175119322961e-02,0.000000000000000000e+00,6.324251434720266296e+00,1.000000000000000000e+00
1.100000000000000000e+01,1.211095155858840258e+02,5.067831677038714844e+01,-1.967882444240475620e-02,5.185013264044712287e+02,3.384186836257166986e-01,0.000000000000000000e+00,7.990002440781807103e+00,1.000000000000000000e+00
1.200000000000000000e+01,1.317507885227631448e+02,1.176346326036056489e+01,-1.955230095021045014e-02,5.152221146242872010e+02,1.229530578193782642e-02,0.000000000000000000e+00,9.266321176676305171e+00,1.000000000000000000e+00
1.200000000000000000e+01,1.207293354948667172e+02,2.567939599881625767e+01,-1.946977794452393190e-02,5.130832990755681067e+02,7.790261153718058829e-03,0.000000000000000000e+00,1.125682528027217089e+01,1.000000000000000000e+00
1.200000000000000000e+01,3.887838584818143062e+01,4.278337129925353821e+01,-2.218770037329531250e-02,5.835258950826879527e+02,1.850847665538123410e-01,0.000000000000000000e+00,5.470538774886545497e+00,1.000000000000000000e+00
1.200000000000000000e+01,6.136262365617425729e+01,4.991082192503326809e+01,-2.074698325076657773e-02,5.461856630184826145e+02,1.757131601961225975e-02,0.000000000000000000e+00,8.763173954095636375e+00,1.000000000000000000e+00
1.200000000000000000e+01,1.433961849749509554e+02,6.129350549164573891e+00,-1.990658145825171046e-02,5.244042893754735815e+02,3.127065973709075575e-02,0.000000000000000000e+00,1.133296735766055185e+01,1.000000000000000000e+00
1.200000000000000000e+01,1.183229934021407814e+01,7.853908494769850535e+00,-2.157718435082274511e-02,5.677026570565940347e+02,2.881782309019295107e-01,0.000000000000000000e+00,4.403525138277733397e+00,1.000000000000000000e+00
1.200000000000000000e+01,6.571446401383848013e+01,2.827187563338900489e+01,-1.835346552774932277e-02,4.841509264073267218e+02,9.668247284533348918e-02,0.000000000000000000e+00,4.408239519948804919e+00,1.000000000000000000e+00
1.300000000000000000e+01,9.743671358091806667e+01,4.857243278563685607e+01,-1.926613298329374335e-02,5.078052677451049703e+02,5.124538621184360210e-02,0.000000000000000000e+00,7.274423941391882309e+00,1.000000000000000000e+00
1.300000000000000000e+01,3.824560356467498679e+01,1.364949101009447396e+01,-1.630635620341166700e-02,4.310943367157982493e+02,2.319647414069453406e-01,0.000000000000000000e+00,3.117377783260126378e+00,1.000000000000000000e+00
1.300000000000000000e+01,8.272857535154916775e+01,2.433993921460258392e+01,-1.905270861594984821e-02,5.022737756290193829e+02,2.396858211564324437e-01,0.000000000000000000e+00,4.984384845215945603e+00,1.000000000000000000e+00
1.300000000000000000e+01,3.823632062964925638e+01,3.607896837089461428e+01,-2.259209604879018271e-02,5.940069452018367429e+02,6.445325115201827604e-02,0.000000000000000000e+00,6.735077309922766098e+00,1.000000000000000000e+00
1.300000000000000000e+01,1.050734250252462516e+02,5.053726736814144260e+01,-2.028495232283104160e-02,5.342108334005268944e+02,1.286973479826845068e-01,0.000000000000000000e+00,4.480272053656831233e+00,1.000000000000000000e+00
1.300000000000000000e+01,1.299655591396786178e+02,5.216708916212641611e+01,-2.080428129522080005e-02,5.476707028249024916e+02,6.193771428940275658e-02,0.000000000000000000e+00,4.812250741408984567e+00,1.000000000000000000e+00
1.400000000000000000e+01,8.019554036038273637e+01,2.004717483500464681e+01,-1.886541455957441854e-02,4.974195239373133859e+02,3.304769490531921372e-01,0.000000000000000000e+00,4.984384845215945603e+00,1.000000000000000000e+00
1.400000000000000000e+01,8.673944923023968556e+01,3.447543522862339671e+01,-2.176243039070662605e-02,5.725038286468214892e+02,1.001417351681547219e-01,0.000000000000000000e+00,5.313399183976303064e+00,1.000000000000000000e+00
1.400000000000000000e+01,1.433730706667668926e+02,2.341967555386295885e+01,-1.923613494034018268e-02,5.070277841795651170e+02,2.339447220769704794e-01,0.000000000000000000e+00,1.051906347806832009e+01,1.000000000000000000e+00
1.400000000000000000e+01,8.964200853152867410e+01,4.230820056385115180e+01,-2.153461561016302081e-02,5.665993685414099446e+02,4.951578954241087072e-02,0.000000000000000000e+00,7.633778233076504272e+00,1.000000000000000000e+00
1.400000000000000000e+01,1.435628374435071919e+02,5.199705533089346687e+01,-1.989843781446441057e-02,5.241932239663721020e+02,2.882142135416444484e-01,0.000000000000000000e+00,5.847692859838095281e+00,1.000000000000000000e+00
1.500000000000000000e+01,1.172233524807317053e+02,1.160114168216892772e+01,-6.995811000580333741e-03,1.897853989086392517e+02,1.574019351841025038e-01,0.000000000000000000e+00,6.125613715283962257e+00,1.000000000000000000e+00
1.500000000000000000e+01,3.687582407644073612e+01,1.644980320647125183e+01,-1.361635043700853281e-02,3.613752794485100708e+02,2.682975020291099577e-01,0.000000000000000000e+00,3.117377783260126378e+00,1.000000000000000000e+00
1.500000000000000000e+01,8.055364728363029769e+01,4.705061953201568059e+01,-2.205833691144528166e-02,5.801730775097068999e+02,1.833962419574990399e-01,0.000000000000000000e+00,6.017955508370321560e+00,1.000000000000000000e+00
1.500000000000000000e+01,1.400645731984368183e+02,4.731115530478709985e+01,-2.474322216418855039e-02,6.497594222789221021e+02,2.581263754185937342e-01,0.000000000000000000e+00,5.847692859838095281e+00,1.000000000000000000e+00
1.600000000000000000e+01,5.162872259740449010e+01,1.136255994313030726e+01,-1.961882662358183788e-02,5.169463143600098647e+02,1.358711144031654605e-02,0.000000000000000000e+00,1.137002313036041201e+01,1.000000000000000000e+00
1.600000000000000000e+01,9.320196979755849043e+01,1.745370784192837377e+01,-2.008701803405482308e-02,5.290808101913941073e+02,1.429854153119769489e-02,0.000000000000000000e+00,1.253443950640400395e+01,1.000000000000000000e+00
1.600000000000000000e+01,2.216410454420255860e+01,1.986136187993502489e+01,-2.048918503763910021e-02,5.395040980163109907e+02,1.353430553502761313e-01,0.000000000000000000e+00,6.024787482834505603e+00,1.000000000000000000e+00
1.600000000000000000e+01,6.727667081217775547e+01,3.239402138341544202e+01,-1.986855567631299127e-02,5.234187443994254636e+02,7.695616634984259186e-02,0.000000000000000000e+00,4.408239519948804919e+00,1.000000000000000000e+00
1.600000000000000000e+01,7.605331734280493095e+01,4.305526986966628300e+01,-2.130057923724439084e-02,5.605336583894351179e+02,2.263420633069567200e-01,0.000000000000000000e+00,6.017955508370321560e+00,1.000000000000000000e+00
1.600000000000000000e+01,4.856573299429113177e+01,4.611532841990987208e+01,-1.958171411192591999e-02,5.159844393492616064e+02,3.079331704166784478e-01,0.000000000000000000e+00,1.024434639121170143e+01,1.000000000000000000e+00
1.600000000000000000e+01,3.222072688267266471e+01,2.647181869025321532e+01,-9.114486874456512178e-03,2.446968368045900206e+02,4.821951092010878792e-02,0.000000000000000000e+00,8.290072104988356116e+00,1.000000000000000000e+00
1.700000000000000000e+01,1.273111059326205776e+02,3.481155966879524044e+01,-2.176274941088540693e-02,5.725120969510726354e+02,1.069948510536512520e-01,0.000000000000000000e+00,6.373341625360401608e+00,1.000000000000000000e+00
