frame_indices,x_coords,y_coords,contrasts,masses_kDa,fit_errors,diffblur_errors,neareast_neighbour_distances,selections
5.000000000000000000e+00,1.398158325625951761e+02,7.820975633438276731e+00,-1.023626439178877169e-02,2.737708529085106761e+02,2.233792863315184896e-01,0.000000000000000000e+00,7.166960636477065272e+00,1.000000000000000000e+00
5.000000000000000000e+00,3.162139024645016860e+01,1.117372048543668051e+01,-6.599040774114796337e-02,1.718796124456582447e+03,1.269543078818269333e-02,0.000000000000000000e+00,1.214610177997304064e+01,1.000000000000000000e+00
5.000000000000000000e+00,5.251964648002206815e+01,1.209988618605826893e+01,-8.016940696538044434e-03,2.162508439418656678e+02,4.636608079284109118e-01,0.000000000000000000e+00,6.759186538037299741e+00,1.000000000000000000e+00
5.000000000000000000e+00,4.955571930121117674e+01,1.928253419856345729e+01,-7.596808890103561203e-03,2.053619477772373898e+02,3.873712409489254993e-01,0.000000000000000000e+00,5.730515012831463473e+00,1.000000000000000000e+00
5.000000000000000000e+00,6.577715886507442633e+01,2.181861130556312744e+01,-3.191844508763324456e-02,8.357254838216429107e+02,8.737213656936260175e-02,0.000000000000000000e+00,8.076320035029398881e+00,1.000000000000000000e+00
5.000000000000000000e+00,7.893148065721196360e+01,2.084611246046789290e+01,-8.359742350366404159e-03,2.251355119351753729e+02,3.086136247983195524e-01,0.000000000000000000e+00,5.912079448744210985e+00,1.000000000000000000e+00
5.000000000000000000e+00,9.139246734102671610e+01,2.841983675272087595e+01,-3.405276886718366230e-02,8.910424811574436035e+02,9.071133741394643568e-02,0.000000000000000000e+00,6.571248103346606584e+00,1.000000000000000000e+00
5.000000000000000000e+00,4.720807621668399889e+01,3.547940361102316587e+01,-3.095223620795891500e-02,8.106834660477369425e+02,4.685172737438225710e-02,0.000000000000000000e+00,1.100307397365305562e+01,1.000000000000000000e+00
5.000000000000000000e+00,1.416765026435159314e+02,3.485788589572088370e+01,-1.173955349817043005e-02,3.127328137362951566e+02,4.880279922825002670e-01,0.000000000000000000e+00,6.126584088763602054e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.084656362655935169e+02,3.996126831901445797e+01,-5.395929545456536192e-02,1.406976046978086288e+03,6.426384467711077075e-02,0.000000000000000000e+00,8.977931944444588197e+00,1.000000000000000000e+00
5.000000000000000000e+00,2.477117308248327987e+01,5.192444683211230938e+01,-1.942537249264655874e-02,5.119324070287610766e+02,1.611108512152737982e-01,0.000000000000000000e+00,1.159614743351982646e+01,1.000000000000000000e+00
