frame_indices,x_coords,y_coords,contrasts,masses_kDa,fit_errors,diffblur_errors,neareast_neighbour_distances,selections
5.000000000000000000e+00,7.303119825844798640e+01,1.181480814001407076e+01,-2.815402351761724445e-02,7.381599223287802261e+02,1.083103834323373427e-02,0.000000000000000000e+00,6.676433127314692406e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.243044142545161037e+02,1.786210613572976413e+01,-1.920094601542817608e-02,5.061157643237880848e+02,1.415621407124256770e-02,0.000000000000000000e+00,1.167609707343316927e+01,1.000000000000000000e+00
5.000000000000000000e+00,1.396181022109561241e+02,2.833592928250394749e+01,-6.761399986137825446e-02,1.760876075891188293e+03,7.502328204996300265e-03,0.000000000000000000e+00,1.004735315740755830e+01,1.000000000000000000e+00
5.000000000000000000e+00,5.659464892173770778e+01,2.996181190560391983e+01,-3.559277402858339323e-02,9.309560417083234825e+02,2.676831670416013331e-02,0.000000000000000000e+00,1.244487663490328622e+01,1.000000000000000000e+00
5.000000000000000000e+00,1.388045992585124964e+02,3.835029488477916715e+01,-2.447699693320133305e-02,6.428594474323948589e+02,4.219495730559030822e-02,0.000000000000000000e+00,5.383982209916515771e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.108925028844989669e+02,3.967053298009304285e+01,-1.919577856493273268e-02,5.059818353257475110e+02,2.206105527989155046e-02,0.000000000000000000e+00,7.628046215184117074e+00,1.000000000000000000e+00
5.000000000000000000e+00,7.395718165072794648e+01,4.530244680615566466e+01,-4.286272061705049749e-03,1.195600845964011114e+02,8.576210394408390059e-02,0.000000000000000000e+00,1.161441487798024141e+01,1.000000000000000000e+00
5.000000000000000000e+00,2.270743464404610634e+01,5.166401568069570516e+01,-4.540863156341324453e-02,1.185361568323014126e+03,7.318203842571313622e-03,0.000000000000000000e+00,1.453297330921525621e+01,1.000000000000000000e+00
5.000000000000000000e+00,8.299537756987845682e+01,5.259666694849438073e+01,-3.011914700312525242e-02,7.890916186599075672e+02,5.768096226143626382e-02,0.000000000000000000e+00,1.161441487798024141e+01,1.000000000000000000e+00
6.000000000000000000e+00,2.875810939424539470e+01,1.485450319379598305e+01,-9.322389382939024610e-03,2.500852144340872201e+02,4.598874231307473748e-01,0.000000000000000000e+00,5.717387422527972163e+00,1.000000000000000000e+00
6.000000000000000000e+00,2.224961280467118030e+01,2.246110331958539419e+01,-1.875554099850600814e-02,4.945718419018461987e+02,1.785803454118461975e-02,0.000000000000000000e+00,1.001103857400213393e+01,1.000000000000000000e+00
6.000000000000000000e+00,1.115190009046575739e+02,2.959498133676731157e+01,-1.924051815695893355e-02,5.071413875533103806e+02,7.570482635790476422e-02,0.000000000000000000e+00,8.892513088204850646e+00,1.000000000000000000e+00
6.000000000000000000e+00,1.277158312836990746e+02,3.784039346929227321e+01,-2.015867289233559678e-02,5.309379471649838251e+02,3.150538598153729275e-02,0.000000000000000000e+00,1.110048533410874327e+01,1.000000000000000000e+00
6.000000000000000000e+00,5.438748937621395640e+01,4.680209617803922129e+01,-2.950217512889507371e-02,7.731010590971762895e+02,9.879555853715138447e-03,0.000000000000000000e+00,1.221267168648101453e+01,1.000000000000000000e+00
6.000000000000000000e+00,4.996865271375272499e+01,1.942752841265906838e+01,-1.976942398315236285e-02,5.208494680511035995e+02,1.312309952894318288e-01,0.000000000000000000e+00,7.640496967741965406e+00,1.000000000000000000e+00
7.000000000000000000e+00,1.241113483857534732e+02,4.728949663936108827e+00,-2.119011702754594606e-02,5.576707198708553506e+02,1.078981825619418355e-02,0.000000000000000000e+00,6.526443583648596558e+00,1.000000000000000000e+00
7.000000000000000000e+00,1.314502122263862915e+01,4.869333380753567475e+00,-2.214052667128351207e-02,5.823032560559812509e+02,7.741050226219925445e-02,0.000000000000000000e+00,1.310440474745985462e+01,1.000000000000000000e+00
7.000000000000000000e+00,8.359349364006541805e+01,1.690185104995292775e+01,-2.965161269277480100e-03,8.531978662230125110e+01,4.139098234931360976e-01,0.000000000000000000e+00,9.402098961633653218e+00,1.000000000000000000e+00
7.000000000000000000e+00,1.007395255928990139e+02,3.355533560659566916e+01,-4.545244638606013923e-03,1.262720865352511055e+02,3.583929619578350989e-01,0.000000000000000000e+00,1.004315628194131627e+01,1.000000000000000000e+00
8.000000000000000000e+00,6.492777231936312887e+01,1.005507597408369058e+01,-3.062202430933984657e-02,8.021250969328090150e+02,1.841146337960808399e-02,0.000000000000000000e+00,8.292295776565337562e+00,1.000000000000000000e+00
8.000000000000000000e+00,3.444978705400735208e+01,1.539609746688950942e+01,-2.723000332485816036e-02,7.142113429094725916e+02,3.519890986207097061e-02,0.000000000000000000e+00,5.717387422527972163e+00,1.000000000000000000e+00
