frame_indices,x_coords,y_coords,contrasts,masses_kDa,fit_errors,diffblur_errors,neareast_neighbour_distances,selections
5.000000000000000000e+00,1.937902468831000036e+01,2.889461353194501214e+01,-5.839898562043232752e-03,1.598266804163378936e+02,1.852161386361413919e-01,0.000000000000000000e+00,1.067643066758261305e+01,1.000000000000000000e+00
5.000000000000000000e+00,1.356920499639169293e+02,3.649272928777160985e+01,-2.075281113528439428e-02,5.463367090197662037e+02,7.711152921117470083e-02,0.000000000000000000e+00,5.763580774340932855e+00,1.000000000000000000e+00
5.000000000000000000e+00,6.503367940912042400e+01,4.021360171057428801e+01,-2.547058117226907309e-02,6.686109745586967392e+02,8.878264479559438982e-02,0.000000000000000000e+00,1.230857525141280107e+01,1.000000000000000000e+00
6.000000000000000000e+00,1.399263967274367992e+01,3.811269512541016979e+01,-1.641246059736125099e-02,4.338443301955420566e+02,5.158138184509930557e-02,0.000000000000000000e+00,9.668938022212104855e+00,1.000000000000000000e+00
7.000000000000000000e+00,5.038421030474113849e+01,5.100053971069520031e+01,-7.331397744535877309e-03,1.984830722416089941e+02,1.261379708885378426e-01,0.000000000000000000e+00,1.314581307264432120e+01,1.000000000000000000e+00
7.000000000000000000e+00,1.091656124940952992e+02,2.992361957941602313e+01,-7.260134746006312832e-03,1.966360914144397043e+02,1.442853698065288404e-01,0.000000000000000000e+00,1.532136128151532972e+01,1.000000000000000000e+00
7.000000000000000000e+00,1.409469283771183790e+01,4.778109456010973588e+01,-1.013424907198597590e-02,2.711268392739295336e+02,2.920194968348066578e-02,0.000000000000000000e+00,9.668938022212104855e+00,1.000000000000000000e+00
8.000000000000000000e+00,4.474001686217091134e+01,3.289862919579123002e+01,-2.530379804546077638e-02,6.642883212341600938e+02,2.193263046908933145e-02,0.000000000000000000e+00,1.316875953837837621e+01,1.000000000000000000e+00
8.000000000000000000e+00,5.288519581226665878e+00,3.289631303496724968e+01,-5.634408975382789592e-02,1.468784691553337098e+03,1.454716539351552651e-02,0.000000000000000000e+00,1.014752919094317285e+01,1.000000000000000000e+00
8.000000000000000000e+00,1.293025977273671572e+02,4.825560629085248365e+01,-7.495756881740005782e-03,2.027429010651206909e+02,8.853940024657291907e-02,0.000000000000000000e+00,8.797095450622231638e+00,1.000000000000000000e+00
8.000000000000000000e+00,8.447007111777654131e+01,4.993425006504392627e+01,-2.166806976500219514e-02,5.700582079164016704e+02,3.617289647952270926e-02,0.000000000000000000e+00,8.929739189367417396e+00,1.000000000000000000e+00
9.000000000000000000e+00,1.385310222806028833e+02,2.432694537524831802e+01,-4.667801383803937137e-02,1.218261176422023937e+03,2.382170808294492570e-02,0.000000000000000000e+00,1.178994412759163701e+01,1.000000000000000000e+00
9.000000000000000000e+00,9.750866317957687102e+01,4.957036354906594511e+01,-2.681878214012485898e-02,7.035533905414824858e+02,2.464417985881728335e-02,0.000000000000000000e+00,1.304366882248062787e+01,1.000000000000000000e+00
9.000000000000000000e+00,3.734780514655391670e+01,5.269303546918203551e+01,-8.246711619059113318e-03,2.222060029625929474e+02,1.651558107805559672e-01,0.000000000000000000e+00,1.314581307264432120e+01,1.000000000000000000e+00
1.000000000000000000e+01,3.086472071340928736e+01,9.363853391120530389e+00,-1.958792309965097511e-02,5.161453627109069657e+02,3.719331227161271070e-02,0.000000000000000000e+00,1.453487043817341018e+01,1.000000000000000000e+00
1.000000000000000000e+01,3.617898994583332950e+01,2.289237885326157240e+01,-8.069103942495365819e-03,2.176028010185260939e+02,5.693249838651937011e-02,0.000000000000000000e+00,1.296149224373142061e+01,1.000000000000000000e+00
1.000000000000000000e+01,1.414088976754018177e+02,3.576025704526516336e+01,-2.088649219045714267e-02,5.498014291544009211e+02,7.580382991336676035e-02,0.000000000000000000e+00,5.763580774340932855e+00,1.000000000000000000e+00
1.000000000000000000e+01,1.148932131504698759e+02,5.161633014556559118e+01,-2.034878115644380911e-02,5.358651369568732434e+02,3.785895232194091964e-02,0.000000000000000000e+00,7.330953888688657827e+00,1.000000000000000000e+00
